SpeSpecimenNo,SpeSpecimenNoText,RLBCataloguedByRef.NamFirst,RLBCataloguedByRef.NamLast,RLBDateCatalogued,Column,Column2,IdeTaxonRef_tab(1).ClaGenus,IdeTaxonRef_tab(1).ClaSpecies,Column3,Column4,SitSiteRef_tab(1).RLBDepositNo,RLBRemarks,SitSiteRef_tab(1).RLBCoordinates_tab(1),RLBGHancockCollGrid2,SitSiteRef_tab(1).RLBDepth1,RLBGHancockCollDepth2,RLBRemarks2,RLBGCollectedByInitials,RLBGCollectedByName,IdeIdentifiedByParty_tab(1),IdeDateIdentified0,RLBGroup,RLBElementPart,SpeSide,RLBElementNo,RLBElement,RLBSubElement,RLBEleRemarks,RLBOntogeneticAge,SpePublicationRemarks,RLBDateCollected,Column5,IdeTaxonRef_tab(1).SecDepartment_tab(1),IdeFiledAs_tab(1),SitSiteRef_tab(1).RLBCollection,ColDivision,ColDepartment
Project Acronym,Catalog number,Cataloger First Name,Cataloger Last Name,Date cataloged,higher taxonomic designation,IRN taxonmy,Scientific Name Genus,Scientific Name Species,taxonomy questions,Sites IRN,Pit No.,General locality,Grid No. (1),Grid No. (2),Depth 1,Depth 2,Locality Remarks,Collector initials,Collector name,Identified by,Identified date,Element Group,Element part,Element side,Element No.,Element,Sub-Element,Element remarks,Ontogenetic age,"General publication remarks; author, date, journal title, volume",Date collected (true value),Additional notes that do not fit in other fields,Department (always Rancho La Brea),Filed as (always yes),Collection,Division,Department
HC,13479.0,Mary ,Romig,1984-08-16T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,forelimb,,rt,III,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13528.0,Mary ,Romig,1984-08-16T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,forelimb,,lt,V,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14790.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,,,MFP,Museum Field Party,,,hindlimb,,lt,III,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14824.0,Mary ,Romig,1984-10-15T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,hindlimb,,rt,III,metatarsal,,w broken dist end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14968.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,hindlimb,prox,lt,IV,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15085.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,hindlimb,,rt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15660.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16455.0,Mary ,Romig,1984-11-09T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,forelimb,,rt,,pisiform,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17674.0,Mary ,Romig,1984-12-19T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,cranial,,,,basihyal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17943.0,Mary ,Romig,1985-01-02T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,forelimb,dist,rt,IV,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18384.0,Mary ,Romig,1985-01-14T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,axial,,,V,cervical vertebra,,w broken processes;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18753.0,Mary ,Romig,1985-01-24T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,axial,,,IV,cervical vertebra,,path;,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19427.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,,,MFP,Museum Field Party,,,axial,,rt.,III,thoracic vertebra,,w broken transverse process,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19429.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,axial,,,III,thoracic vertebra,,w broken process,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12605.0,Mary ,Romig,1984-06-25T00:00:00Z,,4150.0,Smilodon,fatalis,,638.0,3.0,,D-4,,6.0,,,MFP,Museum Field Party,,,axial,ant,,,caudal vertebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12976.0,Mary ,Romig,1984-07-23T00:00:00Z,,4150.0,Smilodon,fatalis,,638.0,3.0,,D-4,,6.0,7.0,,MFP,Museum Field Party,,,axial,prox,rt,XII and XIII,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13036.0,Mary ,Romig,1984-07-27T00:00:00Z,,4150.0,Smilodon,fatalis,,638.0,3.0,,D-4,,6.0,8.0,,MFP,Museum Field Party,,,axial,,,XII and XIII,rib,,dist rt XII fused w prox rt XIII; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11022.0,Mary ,Romig,1984-03-16T00:00:00Z,,4150.0,Smilodon,fatalis,,639.0,3.0,,D-4,,7.5,,,MFP,Museum Field Party,,,axial,,,I,lumbar vertebra,,w broken processes; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11918.0,Mary ,Romig,1984-04-25T00:00:00Z,,4150.0,Smilodon,fatalis,,639.0,3.0,,D-4,,7.5,,,MFP,Museum Field Party,,,axial,,,VII,lumbar vertebra,,w sacraform rt transverse process; w broken processes; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11923.0,Mary ,Romig,1984-04-25T00:00:00Z,,4150.0,Smilodon,fatalis,,639.0,3.0,,D-4,,7.5,,,MFP,Museum Field Party,,,axial,,,VII,lumbar vertebra,,w sacraform rt transverse process; path,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18342.0,Mary ,Romig,1985-01-14T00:00:00Z,,4101.0,Canis,dirus,,641.0,3.0,,D-4,,8.0,,,MFP,Museum Field Party,,,axial,,,III,cervical vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19453.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,641.0,3.0,,D-4,,8.0,,,MFP,Museum Field Party,,,axial,,,II,thoracic vertebra,,frag.,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17850.0,Mary ,Romig,1984-12-27T00:00:00Z,,4111.0,Equus,occidentalis,,641.0,3.0,,D-4,,8.0,,,MFP,Museum Field Party,,,cranial,,,,occipital,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15523.0,Mary ,Romig,1984-10-25T00:00:00Z,,4182.0,Panthera,atrox,,641.0,3.0,,D-4,,8.0,,,MFP,Museum Field Party,,,hindlimb,,lt,,cuboid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12288.0,Mary ,Romig,1984-06-14T00:00:00Z,,4150.0,Smilodon,fatalis,,641.0,3.0,,D-4,,8.0,,,MFP,Museum Field Party,,,axial,,,III IV and V,lumbar vertebra,,w fused III IV and V lumbar; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13291.0,Mary ,Romig,1984-08-13T00:00:00Z,,4150.0,Smilodon,fatalis,,641.0,3.0,,D-4,,8.0,,,MFP,Museum Field Party,,,axial,,,VIII,lumbar vertebra,,w rt sacraform development; path,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19879.0,Mary ,Romig,1985-03-14T00:00:00Z,,4101.0,Canis,dirus,,643.0,3.0,,D-4,,9.0,,,MFP,Museum Field Party,,,axial,,,X,thoracic vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14350.0,Mary ,Romig,1984-09-18T00:00:00Z,,4119.0,Mammalia,,questionable taxon,643.0,3.0,,D-4,,9.0,,,MFP,Museum Field Party,,,axial,,lt,,rib,,frag; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12243.0,Mary ,Romig,1984-06-11T00:00:00Z,,4150.0,Smilodon,fatalis,,643.0,3.0,,D-4,,9.0,,"and 3, D-4, 9.5'",MFP,Museum Field Party,,,axial,,,VII,lumbar vertebra,,"broken processes; rt transverse process sacraform, w assoc I II sacral vertebra vertebrae; path;",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13896.0,Mary ,Romig,1984-08-31T00:00:00Z,,4150.0,Smilodon,fatalis,,643.0,3.0,,D-4,,9.0,,,MFP,Museum Field Party,,,axial,prox,rt,XIII,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10740.0,Mary ,Romig,1984-02-21T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,forelimb,prox epiph of,rt,,humerus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12828.0,Mary ,Romig,1984-07-03T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,dist,rt,,femur,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12883.0,Mary ,Romig,1984-07-09T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,cranial,,rt,,dentary,,"w /c, /p1,2,4, /m2, ant root of /m1; path",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13259.0,Mary ,Romig,1984-08-10T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,cranial,,lt,,dentary,,"w /p2-4, /m1-3; path",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13744.0,Mary ,Romig,1984-08-24T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,prox epiph of,lt,,tibia,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15047.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15069.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,,rt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15611.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18380.0,Mary ,Romig,1985-01-14T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,V,cervical vertebra,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18433.0,Mary ,Romig,1985-01-15T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,VII,cervical vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18437.0,Mary ,Romig,1985-01-15T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,VII,cervical vertebra,,w broken processes;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18449.0,Mary ,Romig,1985-01-15T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,VII,cervical vertebra,,w broken processes;,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19375.0,Mary ,Romig,1985-02-14T00:00:00Z,,4182.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,IV,cervical vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19435.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,rt.,II,thoracic vertebra,,w broken transverse process,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19441.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,II,thoracic vertebra,,w broken processes,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18598.0,Mary ,Romig,1985-01-18T00:00:00Z,,4111.0,Equus,occidentalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,tooth,,lt,,DI2/,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18684.0,Mary ,Romig,1985-01-23T00:00:00Z,,4111.0,Equus,occidentalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,tooth,,rt,,I2/,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18770.0,Mary ,Romig,1985-01-25T00:00:00Z,,4111.0,Equus,occidentalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,tooth,,lt,,DP2/,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14903.0,Mary ,Romig,1984-10-16T00:00:00Z,,4182.0,Panthera,atrox,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,forelimb,,lt,,trapezoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15332.0,Mary ,Romig,1984-10-23T00:00:00Z,,4182.0,Panthera,atrox,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,lat condyle epiph of,lt,,tibia,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15367.0,Mary ,Romig,1984-10-23T00:00:00Z,,4182.0,Panthera,atrox,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,prox,lt,,fibula,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11989.0,Mary ,Romig,1984-05-10T00:00:00Z,,4109.0,Paramylodon,harlani,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,w/o both epiphyses;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11315.0,Mary ,Romig,1984-03-29T00:00:00Z,,4150.0,Smilodon,fatalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,II,lumbar vertebra,,w broken processes; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12283.0,Mary ,Romig,1984-06-14T00:00:00Z,,4150.0,Smilodon,fatalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,IV and V,lumbar vertebra,,w fused IV and V lumbar; w broken processes; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13119.0,Mary ,Romig,1984-07-31T00:00:00Z,,4150.0,Smilodon,fatalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,rt,VI,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13666.0,Mary ,Romig,1984-08-22T00:00:00Z,,4150.0,Smilodon,fatalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,rt,IX,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16538.0,Mary ,Romig,1984-11-14T00:00:00Z,,4150.0,Smilodon,fatalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,axial,,,,lumbar rib,,frag; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16563.0,Mary ,Romig,1984-11-14T00:00:00Z,,4150.0,Smilodon,fatalis,,2566.0,3.0,,D-4,,9.5,,,MFP,Museum Field Party,,,forelimb,,lt,2nd,carpal phalanx,digit III,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12157.0,Mary ,Romig,1984-05-30T00:00:00Z,,4101.0,Canis,dirus,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,hindlimb,,rt,,ilium,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12793.0,Mary ,Romig,1984-06-28T00:00:00Z,,4101.0,Canis,dirus,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,hindlimb,head epiph of,lt,,femur,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17662.0,Mary ,Romig,1984-12-19T00:00:00Z,,4101.0,Canis,dirus,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,cranial,,,,basihyal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19557.0,Mary ,Romig,1985-03-15T00:00:00Z,,4101.0,Canis,dirus,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,XIII,thoracic vertebra,,w broken processes,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19866.0,Mary ,Romig,1985-03-14T00:00:00Z,,4101.0,Canis,dirus,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,X,thoracic vertebra,,w broken processes ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19986.0,Mary ,Romig,1985-03-15T00:00:00Z,,4101.0,Canis,dirus,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,XIII,thoracic vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18552.0,Mary ,Romig,1985-01-18T00:00:00Z,,4111.0,Equus,occidentalis,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,tooth,,lt,,DI1/,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16660.0,Mary ,Romig,1984-11-15T00:00:00Z,,4182.0,Panthera,atrox,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,forelimb,,rt,2nd,carpal phalanx,digit IV,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14347.0,Mary ,Romig,1984-09-18T00:00:00Z,,4119.0,Mammalia,,questionable taxon,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,lt,,rib,,frag; path; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14488.0,Mary ,Romig,1984-10-08T00:00:00Z,,4119.0,Mammalia,,questionable taxon,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,,costal cartilage,,ossified; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11016.0,Mary ,Romig,1984-03-16T00:00:00Z,,4150.0,Smilodon,fatalis,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,I,lumbarvertebra,,w broken processes; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11374.0,Mary ,Romig,1984-04-02T00:00:00Z,,4150.0,Smilodon,fatalis,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,IV,lumbar vertebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12494.0,Mary ,Romig,1984-06-21T00:00:00Z,,4150.0,Smilodon,fatalis,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,,VII,thoracic vertebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13109.0,Mary ,Romig,1984-07-30T00:00:00Z,,4150.0,Smilodon,fatalis,,2568.0,3.0,,D-4,,10.0,,,MFP,Museum Field Party,,,axial,,rt,X,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10899.0,Mary ,Romig,1984-03-12T00:00:00Z,,4101.0,Canis,dirus,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,forelimb,prox,rt,,radius,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16747.0,Mary ,Romig,1984-11-19T00:00:00Z,,4101.0,Canis,dirus,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,w broken dist end;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18353.0,Mary ,Romig,1985-01-14T00:00:00Z,,4101.0,Canis,dirus,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,axial,,,IV,cervical vertebra,,w broken processes;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17717.0,Mary ,Romig,1984-12-20T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,cranial,,lt,,frontal,,w nasal and maxilla;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17752.0,Mary ,Romig,1984-12-21T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,cranial,,rt,,premaxilla,,"w DI2,3/;",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17765.0,Mary ,Romig,1984-12-21T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,cranial,,lt,,maxilla,,"w palatine; w DP2-4/, erupting M1,2/",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17802.0,Mary ,Romig,1984-12-26T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,cranial,,rt,,maxilla,,frag; w DP4/;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17832.0,Mary ,Romig,1984-12-27T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,cranial,nuchal crest of,,,occipital,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17833.0,Mary ,Romig,1984-12-27T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,cranial,,,,occipital,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18778.0,Mary ,Romig,1985-01-25T00:00:00Z,,4111.0,Equus,occidentalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,tooth,,rt,,DP2/,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14668.0,Mary ,Romig,1984-10-12T00:00:00Z,,4182.0,Panthera,atrox,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,forelimb,,rt,,cuneiform,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16659.0,Mary ,Romig,1984-11-15T00:00:00Z,,4113.0,Panthera ,sp,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,appendicular,,rt,2nd,phalanx,,questionable subelement,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12666.0,Mary ,Romig,1984-06-27T00:00:00Z,,4150.0,Smilodon,fatalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,axial,ant,,,caudal vertebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12709.0,Mary ,Romig,1984-06-27T00:00:00Z,,4150.0,Smilodon,fatalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,axial,med,,,caudal vertebra,,poss dermestid damage,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16182.0,Mary ,Romig,1984-11-08T00:00:00Z,,4150.0,Smilodon,fatalis,,609.0,3.0,,D-4,,12.0,,,MFP,Museum Field Party,,,forelimb,,lt,1st,carpal phalanx,digit III,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14300.0,Mary ,Romig,1984-09-17T00:00:00Z,,4101.0,Canis,dirus,,2574.0,3.0,,D-4,,13.0,,,MFP,Museum Field Party,,,hindlimb,lateral,lt,,fabella,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17038.0,Mary ,Romig,1984-11-28T00:00:00Z,,4182.0,Panthera,atrox,,4738.0,3.0,,D-4,,14.0,,,MFP,Museum Field Party,,,tooth,,rt,,/c,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12911.0,Mary ,Romig,1984-07-13T00:00:00Z,,4101.0,Canis,dirus,,617.0,3.0,,D-4,,14.5,,,MFP,Museum Field Party,,,cranial,,lt,,dentary,,"w /p1,3,4, /m1; frags of /c, /p2; root of /i3; ant root of /m2; path",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17667.0,Mary ,Romig,1984-12-19T00:00:00Z,,4101.0,Canis,dirus,,617.0,3.0,,D-4,,14.5,,,MFP,Museum Field Party,,,cranial,,,,basihyal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
